path,subject,eye,raw_label,label_name,train_label
001/L/S5001L00.jpg,001,L,2,001_L,0
001/L/S5001L01.jpg,001,L,2,001_L,0
001/L/S5001L02.jpg,001,L,2,001_L,0
001/L/S5001L03.jpg,001,L,2,001_L,0
001/L/S5001L04.jpg,001,L,2,001_L,0
001/L/S5001L05.jpg,001,L,2,001_L,0
001/L/S5001L06.jpg,001,L,2,001_L,0
001/L/S5001L07.jpg,001,L,2,001_L,0
001/L/S5001L08.jpg,001,L,2,001_L,0
001/L/S5001L09.jpg,001,L,2,001_L,0
001/R/S5001R00.jpg,001,R,3,001_R,1
001/R/S5001R01.jpg,001,R,3,001_R,1
001/R/S5001R02.jpg,001,R,3,001_R,1
001/R/S5001R03.jpg,001,R,3,001_R,1
001/R/S5001R04.jpg,001,R,3,001_R,1
001/R/S5001R05.jpg,001,R,3,001_R,1
001/R/S5001R06.jpg,001,R,3,001_R,1
001/R/S5001R07.jpg,001,R,3,001_R,1
001/R/S5001R08.jpg,001,R,3,001_R,1
001/R/S5001R09.jpg,001,R,3,001_R,1
002/L/S5002L00.jpg,002,L,4,002_L,2
002/L/S5002L01.jpg,002,L,4,002_L,2
002/L/S5002L02.jpg,002,L,4,002_L,2
002/L/S5002L03.jpg,002,L,4,002_L,2
002/L/S5002L04.jpg,002,L,4,002_L,2
002/L/S5002L05.jpg,002,L,4,002_L,2
002/L/S5002L06.jpg,002,L,4,002_L,2
002/L/S5002L07.jpg,002,L,4,002_L,2
002/L/S5002L08.jpg,002,L,4,002_L,2
002/L/S5002L09.jpg,002,L,4,002_L,2
002/R/S5002R00.jpg,002,R,5,002_R,3
002/R/S5002R01.jpg,002,R,5,002_R,3
002/R/S5002R02.jpg,002,R,5,002_R,3
002/R/S5002R03.jpg,002,R,5,002_R,3
002/R/S5002R04.jpg,002,R,5,002_R,3
002/R/S5002R05.jpg,002,R,5,002_R,3
002/R/S5002R06.jpg,002,R,5,002_R,3
002/R/S5002R07.jpg,002,R,5,002_R,3
002/R/S5002R08.jpg,002,R,5,002_R,3
002/R/S5002R09.jpg,002,R,5,002_R,3
004/L/S5004L00.jpg,004,L,8,004_L,4
004/L/S5004L01.jpg,004,L,8,004_L,4
004/L/S5004L02.jpg,004,L,8,004_L,4
004/L/S5004L03.jpg,004,L,8,004_L,4
004/L/S5004L04.jpg,004,L,8,004_L,4
004/L/S5004L05.jpg,004,L,8,004_L,4
004/L/S5004L06.jpg,004,L,8,004_L,4
004/L/S5004L07.jpg,004,L,8,004_L,4
004/L/S5004L08.jpg,004,L,8,004_L,4
004/L/S5004L09.jpg,004,L,8,004_L,4
004/R/S5004R00.jpg,004,R,9,004_R,5
004/R/S5004R01.jpg,004,R,9,004_R,5
004/R/S5004R02.jpg,004,R,9,004_R,5
004/R/S5004R03.jpg,004,R,9,004_R,5
004/R/S5004R04.jpg,004,R,9,004_R,5
004/R/S5004R05.jpg,004,R,9,004_R,5
004/R/S5004R06.jpg,004,R,9,004_R,5
004/R/S5004R07.jpg,004,R,9,004_R,5
004/R/S5004R08.jpg,004,R,9,004_R,5
004/R/S5004R09.jpg,004,R,9,004_R,5
005/L/S5005L00.jpg,005,L,10,005_L,6
005/L/S5005L01.jpg,005,L,10,005_L,6
005/L/S5005L02.jpg,005,L,10,005_L,6
005/L/S5005L03.jpg,005,L,10,005_L,6
005/L/S5005L04.jpg,005,L,10,005_L,6
005/L/S5005L05.jpg,005,L,10,005_L,6
005/L/S5005L06.jpg,005,L,10,005_L,6
005/L/S5005L07.jpg,005,L,10,005_L,6
005/L/S5005L08.jpg,005,L,10,005_L,6
005/L/S5005L09.jpg,005,L,10,005_L,6
005/R/S5005R00.jpg,005,R,11,005_R,7
005/R/S5005R01.jpg,005,R,11,005_R,7
005/R/S5005R02.jpg,005,R,11,005_R,7
005/R/S5005R03.jpg,005,R,11,005_R,7
005/R/S5005R04.jpg,005,R,11,005_R,7
005/R/S5005R05.jpg,005,R,11,005_R,7
005/R/S5005R06.jpg,005,R,11,005_R,7
005/R/S5005R07.jpg,005,R,11,005_R,7
005/R/S5005R08.jpg,005,R,11,005_R,7
005/R/S5005R09.jpg,005,R,11,005_R,7
008/L/S5008L00.jpg,008,L,16,008_L,8
008/L/S5008L01.jpg,008,L,16,008_L,8
008/L/S5008L02.jpg,008,L,16,008_L,8
008/L/S5008L03.jpg,008,L,16,008_L,8
008/L/S5008L04.jpg,008,L,16,008_L,8
008/L/S5008L05.jpg,008,L,16,008_L,8
008/L/S5008L06.jpg,008,L,16,008_L,8
008/L/S5008L07.jpg,008,L,16,008_L,8
008/L/S5008L08.jpg,008,L,16,008_L,8
008/L/S5008L09.jpg,008,L,16,008_L,8
008/R/S5008R00.jpg,008,R,17,008_R,9
008/R/S5008R01.jpg,008,R,17,008_R,9
008/R/S5008R02.jpg,008,R,17,008_R,9
008/R/S5008R03.jpg,008,R,17,008_R,9
008/R/S5008R04.jpg,008,R,17,008_R,9
008/R/S5008R05.jpg,008,R,17,008_R,9
008/R/S5008R06.jpg,008,R,17,008_R,9
008/R/S5008R07.jpg,008,R,17,008_R,9
008/R/S5008R08.jpg,008,R,17,008_R,9
008/R/S5008R09.jpg,008,R,17,008_R,9
009/L/S5009L00.jpg,009,L,18,009_L,10
009/L/S5009L01.jpg,009,L,18,009_L,10
009/L/S5009L02.jpg,009,L,18,009_L,10
009/L/S5009L03.jpg,009,L,18,009_L,10
009/L/S5009L04.jpg,009,L,18,009_L,10
009/L/S5009L05.jpg,009,L,18,009_L,10
009/L/S5009L06.jpg,009,L,18,009_L,10
009/L/S5009L07.jpg,009,L,18,009_L,10
009/L/S5009L08.jpg,009,L,18,009_L,10
009/L/S5009L09.jpg,009,L,18,009_L,10
009/R/S5009R00.jpg,009,R,19,009_R,11
009/R/S5009R01.jpg,009,R,19,009_R,11
009/R/S5009R02.jpg,009,R,19,009_R,11
009/R/S5009R03.jpg,009,R,19,009_R,11
009/R/S5009R04.jpg,009,R,19,009_R,11
009/R/S5009R05.jpg,009,R,19,009_R,11
009/R/S5009R06.jpg,009,R,19,009_R,11
009/R/S5009R07.jpg,009,R,19,009_R,11
009/R/S5009R08.jpg,009,R,19,009_R,11
009/R/S5009R09.jpg,009,R,19,009_R,11
010/L/S5010L00.jpg,010,L,20,010_L,12
010/L/S5010L01.jpg,010,L,20,010_L,12
010/L/S5010L02.jpg,010,L,20,010_L,12
010/L/S5010L03.jpg,010,L,20,010_L,12
010/L/S5010L04.jpg,010,L,20,010_L,12
010/L/S5010L05.jpg,010,L,20,010_L,12
010/L/S5010L06.jpg,010,L,20,010_L,12
010/L/S5010L07.jpg,010,L,20,010_L,12
010/L/S5010L08.jpg,010,L,20,010_L,12
010/L/S5010L09.jpg,010,L,20,010_L,12
010/R/S5010R00.jpg,010,R,21,010_R,13
010/R/S5010R01.jpg,010,R,21,010_R,13
010/R/S5010R02.jpg,010,R,21,010_R,13
010/R/S5010R03.jpg,010,R,21,010_R,13
010/R/S5010R04.jpg,010,R,21,010_R,13
010/R/S5010R05.jpg,010,R,21,010_R,13
010/R/S5010R06.jpg,010,R,21,010_R,13
010/R/S5010R07.jpg,010,R,21,010_R,13
010/R/S5010R08.jpg,010,R,21,010_R,13
010/R/S5010R09.jpg,010,R,21,010_R,13
012/L/S5012L00.jpg,012,L,24,012_L,14
012/L/S5012L01.jpg,012,L,24,012_L,14
012/L/S5012L02.jpg,012,L,24,012_L,14
012/L/S5012L03.jpg,012,L,24,012_L,14
012/L/S5012L04.jpg,012,L,24,012_L,14
012/L/S5012L05.jpg,012,L,24,012_L,14
012/L/S5012L06.jpg,012,L,24,012_L,14
012/L/S5012L07.jpg,012,L,24,012_L,14
012/L/S5012L08.jpg,012,L,24,012_L,14
012/L/S5012L09.jpg,012,L,24,012_L,14
012/R/S5012R00.jpg,012,R,25,012_R,15
012/R/S5012R01.jpg,012,R,25,012_R,15
012/R/S5012R02.jpg,012,R,25,012_R,15
012/R/S5012R03.jpg,012,R,25,012_R,15
012/R/S5012R04.jpg,012,R,25,012_R,15
012/R/S5012R05.jpg,012,R,25,012_R,15
012/R/S5012R06.jpg,012,R,25,012_R,15
012/R/S5012R07.jpg,012,R,25,012_R,15
012/R/S5012R08.jpg,012,R,25,012_R,15
012/R/S5012R09.jpg,012,R,25,012_R,15
013/L/S5013L00.jpg,013,L,26,013_L,16
013/L/S5013L01.jpg,013,L,26,013_L,16
013/L/S5013L02.jpg,013,L,26,013_L,16
013/L/S5013L03.jpg,013,L,26,013_L,16
013/L/S5013L04.jpg,013,L,26,013_L,16
013/L/S5013L05.jpg,013,L,26,013_L,16
013/L/S5013L06.jpg,013,L,26,013_L,16
013/L/S5013L07.jpg,013,L,26,013_L,16
013/L/S5013L08.jpg,013,L,26,013_L,16
013/L/S5013L09.jpg,013,L,26,013_L,16
013/R/S5013R00.jpg,013,R,27,013_R,17
013/R/S5013R01.jpg,013,R,27,013_R,17
013/R/S5013R02.jpg,013,R,27,013_R,17
013/R/S5013R03.jpg,013,R,27,013_R,17
013/R/S5013R04.jpg,013,R,27,013_R,17
013/R/S5013R05.jpg,013,R,27,013_R,17
013/R/S5013R06.jpg,013,R,27,013_R,17
013/R/S5013R07.jpg,013,R,27,013_R,17
013/R/S5013R08.jpg,013,R,27,013_R,17
013/R/S5013R09.jpg,013,R,27,013_R,17
014/L/S5014L00.jpg,014,L,28,014_L,18
014/L/S5014L01.jpg,014,L,28,014_L,18
014/L/S5014L02.jpg,014,L,28,014_L,18
014/L/S5014L03.jpg,014,L,28,014_L,18
014/L/S5014L04.jpg,014,L,28,014_L,18
014/L/S5014L05.jpg,014,L,28,014_L,18
014/L/S5014L06.jpg,014,L,28,014_L,18
014/L/S5014L07.jpg,014,L,28,014_L,18
014/L/S5014L08.jpg,014,L,28,014_L,18
014/L/S5014L09.jpg,014,L,28,014_L,18
014/R/S5014R00.jpg,014,R,29,014_R,19
014/R/S5014R01.jpg,014,R,29,014_R,19
014/R/S5014R02.jpg,014,R,29,014_R,19
014/R/S5014R03.jpg,014,R,29,014_R,19
014/R/S5014R04.jpg,014,R,29,014_R,19
014/R/S5014R05.jpg,014,R,29,014_R,19
014/R/S5014R06.jpg,014,R,29,014_R,19
014/R/S5014R07.jpg,014,R,29,014_R,19
014/R/S5014R08.jpg,014,R,29,014_R,19
014/R/S5014R09.jpg,014,R,29,014_R,19
015/L/S5015L00.jpg,015,L,30,015_L,20
015/L/S5015L01.jpg,015,L,30,015_L,20
015/L/S5015L02.jpg,015,L,30,015_L,20
015/L/S5015L03.jpg,015,L,30,015_L,20
